OrderID,CustomerID,Country,Category,SalesAmount,IsReturned
ORD-2026067,CUST-126,Spain,Home & Kitchen,467.83,No
ORD-2026068,CUST-240,Germany,Electronics,490.46,No
ORD-2026069,CUST-131,Germany,Home & Kitchen,181.94,No
ORD-2026070,CUST-133,France,Home & Kitchen,353.23,No
ORD-2026071,CUST-214,Italy,Home & Kitchen,93.87,No
ORD-2026072,CUST-284,Italy,Home & Kitchen,173.82,No
ORD-2026073,CUST-205,Spain,Home & Kitchen,290.53,No
ORD-2026074,CUST-214,France,Apparel,378.39,No
ORD-2026075,CUST-241,France,Apparel,196.72,No
ORD-2026076,CUST-136,Germany,Sports,497.81,No
ORD-2026077,CUST-276,Spain,Apparel,87.51,No
ORD-2026078,CUST-139,Italy,Apparel,338.23,No
ORD-2026079,CUST-138,Italy,Sports,493.28,Yes
ORD-2026080,CUST-127,Italy,Electronics,312.82,No
ORD-2026081,CUST-182,France,Home & Kitchen,205.58,No
ORD-2026082,CUST-152,Germany,Sports,74.35,No
ORD-2026083,CUST-103,France,Electronics,166.13,No
ORD-2026084,CUST-148,France,Home & Kitchen,312.8,No
ORD-2026085,CUST-259,Spain,Sports,228.16,No
ORD-2026086,CUST-170,France,Electronics,347.54,No
ORD-2026087,CUST-128,Spain,Sports,344.02,No
ORD-2026088,CUST-130,Spain,Electronics,211.62,No
ORD-2026089,CUST-253,France,Apparel,458.25,No
ORD-2026090,CUST-298,France,Electronics,420.3,No
ORD-2026091,CUST-150,France,Electronics,203.2,No
ORD-2026092,CUST-239,France,Apparel,304.78,No
ORD-2026093,CUST-294,France,Sports,206.56,No
ORD-2026094,CUST-194,Germany,Electronics,358.68,No
ORD-2026095,CUST-226,France,Home & Kitchen,168.47,No
ORD-2026096,CUST-123,Italy,Apparel,297.02,Yes
ORD-2026097,CUST-109,Spain,Home & Kitchen,441.44,No
ORD-2026098,CUST-289,Spain,Home & Kitchen,126.74,No
ORD-2026099,CUST-130,Spain,Apparel,281.97,No
ORD-2026100,CUST-257,Germany,Electronics,451.4,No
ORD-2026101,CUST-177,Germany,Electronics,461.56,No
ORD-2026102,CUST-170,Italy,Home & Kitchen,173.28,No
ORD-2026103,CUST-282,France,Apparel,464.91,No
ORD-2026104,CUST-294,Spain,Apparel,463.49,No
ORD-2026105,CUST-108,Spain,Sports,62.71,No
ORD-2026106,CUST-287,Italy,Electronics,50.87,No
ORD-2026107,CUST-127,Spain,Apparel,270.11,No
ORD-2026108,CUST-254,Germany,Electronics,266.47,No
ORD-2026109,CUST-117,France,Electronics,139.57,No
ORD-2026110,CUST-267,Italy,Apparel,455.48,No
ORD-2026111,CUST-152,Spain,Apparel,407.92,No
ORD-2026112,CUST-136,Italy,Apparel,320.2,No
ORD-2026113,CUST-205,France,Home & Kitchen,353.87,No
ORD-2026114,CUST-156,Italy,Sports,335.83,No
ORD-2026115,CUST-285,France,Home & Kitchen,84.49,No
ORD-2026116,CUST-234,Germany,Electronics,205.73,No
ORD-2026117,CUST-193,France,Electronics,458.18,No
ORD-2026118,CUST-102,Germany,Apparel,145.45,No
ORD-2026119,CUST-181,Italy,Electronics,329.58,No
ORD-2026120,CUST-217,Italy,Home & Kitchen,60.95,No
ORD-2026121,CUST-117,Germany,Electronics,211.91,No
ORD-2026122,CUST-298,Germany,Apparel,391.55,Yes
ORD-2026123,CUST-141,France,Sports,412.05,No
ORD-2026124,CUST-135,Germany,Sports,84.83,No
ORD-2026125,CUST-254,Italy,Apparel,232.72,No
ORD-2026126,CUST-165,Germany,Electronics,151.71,No
ORD-2026127,CUST-258,France,Apparel,175.99,No
ORD-2026128,CUST-235,Germany,Electronics,416.34,No
ORD-2026129,CUST-123,Spain,Apparel,477.26,No
ORD-2026130,CUST-151,Italy,Electronics,88.35,No
ORD-2026131,CUST-274,France,Apparel,458.25,No
ORD-2026132,CUST-123,France,Home & Kitchen,365.08,No
ORD-2026133,CUST-213,Italy,Home & Kitchen,194.59,No
ORD-2026134,CUST-274,Italy,Home & Kitchen,457.38,No
ORD-2026135,CUST-120,Italy,Home & Kitchen,389.7,No
ORD-2026136,CUST-287,Germany,Electronics,37.58,Yes
ORD-2026137,CUST-136,Italy,Sports,435.54,No
ORD-2026138,CUST-288,Spain,Sports,366.86,No
ORD-2026139,CUST-200,France,Sports,428.0,No
ORD-2026140,CUST-210,France,Apparel,288.57,No
ORD-2026141,CUST-203,France,Sports,67.66,No
ORD-2026142,CUST-246,Italy,Apparel,244.27,No
ORD-2026143,CUST-214,France,Electronics,69.27,No
ORD-2026144,CUST-298,Germany,Sports,207.97,No
ORD-2026145,CUST-148,Germany,Sports,309.57,Yes
ORD-2026146,CUST-200,Italy,Home & Kitchen,376.59,No
ORD-2026147,CUST-134,Italy,Sports,213.65,No
ORD-2026148,CUST-162,Germany,Apparel,397.1,Yes
ORD-2026149,CUST-216,Spain,Apparel,98.56,No
ORD-2026150,CUST-181,France,Sports,399.74,No
ORD-2026151,CUST-162,Spain,Sports,31.08,No
ORD-2026152,CUST-146,Italy,Electronics,132.25,No
ORD-2026153,CUST-148,Spain,Electronics,406.29,No
ORD-2026154,CUST-284,Italy,Home & Kitchen,265.03,No
ORD-2026155,CUST-283,Italy,Sports,135.36,No
ORD-2026156,CUST-182,France,Apparel,126.14,No
ORD-2026157,CUST-179,Germany,Home & Kitchen,36.24,No
ORD-2026158,CUST-139,Spain,Electronics,396.86,Yes
ORD-2026159,CUST-238,Italy,Home & Kitchen,174.41,No
ORD-2026160,CUST-154,France,Sports,305.2,No
ORD-2026161,CUST-141,Spain,Sports,20.46,No
ORD-2026162,CUST-217,Germany,Apparel,23.35,No
ORD-2026163,CUST-164,Italy,Electronics,144.83,No
ORD-2026164,CUST-145,Italy,Electronics,194.53,No
ORD-2026165,CUST-258,France,Home & Kitchen,232.76,No
ORD-2026166,CUST-212,Spain,Home & Kitchen,370.74,No
ORD-2026167,CUST-246,France,Electronics,498.15,No
ORD-2026168,CUST-274,France,Sports,367.27,No
ORD-2026169,CUST-101,Germany,Apparel,310.7,No
ORD-2026170,CUST-175,Germany,Sports,116.71,No
ORD-2026171,CUST-201,Italy,Home & Kitchen,270.4,No
ORD-2026172,CUST-191,Spain,Sports,283.34,No
ORD-2026173,CUST-239,Italy,Sports,310.6,No
ORD-2026174,CUST-293,France,Electronics,77.85,No
ORD-2026175,CUST-255,Spain,Apparel,165.12,No
ORD-2026176,CUST-178,Italy,Home & Kitchen,197.26,No
ORD-2026177,CUST-169,France,Sports,341.52,No
ORD-2026178,CUST-106,Germany,Apparel,326.5,No
ORD-2026179,CUST-195,Germany,Electronics,406.28,No
ORD-2026180,CUST-274,Spain,Sports,243.84,No
ORD-2026181,CUST-182,France,Sports,235.59,No
ORD-2026182,CUST-169,France,Sports,60.07,No
ORD-2026183,CUST-128,Germany,Home & Kitchen,280.19,No
ORD-2026184,CUST-281,Germany,Electronics,52.29,No
ORD-2026185,CUST-271,Italy,Sports,36.23,No
ORD-2026186,CUST-105,France,Electronics,407.67,No
ORD-2026187,CUST-267,France,Electronics,290.29,No
ORD-2026188,CUST-185,Italy,Home & Kitchen,189.2,No
ORD-2026189,CUST-226,Germany,Electronics,286.28,Yes
ORD-2026190,CUST-101,Spain,Apparel,438.47,No
ORD-2026191,CUST-186,Germany,Home & Kitchen,194.44,Yes
ORD-2026192,CUST-145,Germany,Apparel,388.05,No
ORD-2026193,CUST-200,France,Sports,385.91,No
ORD-2026194,CUST-300,Italy,Sports,429.31,No
ORD-2026195,CUST-163,Germany,Apparel,33.63,No
ORD-2026196,CUST-201,Italy,Sports,141.29,No
ORD-2026197,CUST-171,Italy,Apparel,324.8,No
ORD-2026198,CUST-204,Germany,Home & Kitchen,458.15,Yes
ORD-2026199,CUST-288,France,Sports,260.97,No
ORD-2026200,CUST-284,France,Apparel,449.33,No
ORD-2026201,CUST-159,Germany,Electronics,187.27,Yes
ORD-2026202,CUST-234,Italy,Home & Kitchen,487.39,No
ORD-2026203,CUST-111,Italy,Home & Kitchen,295.28,No
ORD-2026204,CUST-214,Italy,Apparel,440.89,No
ORD-2026205,CUST-135,Spain,Sports,297.85,No
ORD-2026206,CUST-140,Italy,Apparel,275.46,No
ORD-2026207,CUST-236,Italy,Electronics,26.1,No
ORD-2026208,CUST-188,Germany,Sports,33.83,No
ORD-2026209,CUST-116,Germany,Home & Kitchen,159.65,No
ORD-2026210,CUST-119,Spain,Sports,352.58,No
ORD-2026211,CUST-192,France,Home & Kitchen,157.21,No
ORD-2026212,CUST-253,Spain,Electronics,407.83,No
ORD-2026213,CUST-125,Germany,Electronics,473.48,Yes
ORD-2026214,CUST-131,Italy,Sports,31.81,Yes
ORD-2026215,CUST-198,Italy,Electronics,498.52,No
ORD-2026216,CUST-292,Spain,Sports,100.31,No
ORD-2026217,CUST-277,Germany,Sports,476.17,Yes
ORD-2026218,CUST-209,Germany,Apparel,239.65,No
ORD-2026219,CUST-144,Italy,Electronics,422.17,No
ORD-2026220,CUST-243,Germany,Sports,71.12,No
ORD-2026221,CUST-278,France,Apparel,391.28,No
ORD-2026222,CUST-180,Spain,Home & Kitchen,165.15,No
ORD-2026223,CUST-225,Spain,Electronics,193.84,No
ORD-2026224,CUST-260,Italy,Electronics,248.07,No
ORD-2026225,CUST-185,Germany,Home & Kitchen,46.02,No
ORD-2026226,CUST-120,France,Apparel,297.52,No
ORD-2026227,CUST-233,France,Home & Kitchen,368.42,No
ORD-2026228,CUST-279,France,Apparel,204.85,No
ORD-2026229,CUST-152,Germany,Home & Kitchen,397.67,Yes
ORD-2026230,CUST-270,Italy,Sports,187.64,No
ORD-2026231,CUST-150,France,Apparel,172.62,No
ORD-2026232,CUST-287,Spain,Sports,424.27,No
ORD-2026233,CUST-162,Spain,Home & Kitchen,467.11,No
ORD-2026234,CUST-161,Spain,Home & Kitchen,487.36,No
ORD-2026235,CUST-256,France,Electronics,127.41,No
ORD-2026236,CUST-297,Germany,Apparel,299.82,No
ORD-2026237,CUST-262,Germany,Apparel,385.57,No
ORD-2026238,CUST-229,Italy,Home & Kitchen,152.31,No
ORD-2026239,CUST-102,Italy,Home & Kitchen,59.38,No
ORD-2026240,CUST-111,France,Electronics,274.36,No
ORD-2026241,CUST-214,Germany,Sports,399.4,Yes
ORD-2026242,CUST-279,France,Electronics,124.25,No
ORD-2026243,CUST-188,France,Apparel,377.67,Yes
ORD-2026244,CUST-182,France,Apparel,59.13,No
ORD-2026245,CUST-244,Spain,Electronics,185.39,No
ORD-2026246,CUST-206,France,Electronics,41.53,No
ORD-2026247,CUST-117,Germany,Sports,53.66,No
ORD-2026248,CUST-210,Italy,Sports,107.95,No
ORD-2026249,CUST-186,France,Sports,151.39,No
ORD-2026250,CUST-140,Italy,Sports,459.1,No
ORD-2026251,CUST-121,Germany,Apparel,167.12,No
ORD-2026252,CUST-249,France,Sports,243.42,No
ORD-2026253,CUST-177,Italy,Electronics,99.09,No
ORD-2026254,CUST-110,Germany,Electronics,280.35,No
ORD-2026255,CUST-213,Spain,Electronics,390.59,No
ORD-2026256,CUST-190,Germany,Sports,499.05,Yes
ORD-2026257,CUST-110,France,Electronics,204.46,No
ORD-2026258,CUST-261,Spain,Apparel,368.12,No
ORD-2026259,CUST-166,Spain,Home & Kitchen,400.56,No
ORD-2026260,CUST-187,France,Electronics,203.87,No
ORD-2026261,CUST-136,Italy,Home & Kitchen,151.17,No
ORD-2026262,CUST-184,Spain,Home & Kitchen,447.19,No
ORD-2026263,CUST-260,Germany,Apparel,131.75,No
ORD-2026264,CUST-191,Spain,Sports,26.33,No
ORD-2026265,CUST-110,France,Home & Kitchen,441.87,No
ORD-2026266,CUST-264,Spain,Apparel,477.41,No
ORD-2026267,CUST-200,Italy,Electronics,461.24,No
ORD-2026268,CUST-227,Germany,Home & Kitchen,156.2,No
ORD-2026269,CUST-142,Germany,Home & Kitchen,120.12,No
ORD-2026270,CUST-239,France,Sports,57.0,No
ORD-2026271,CUST-122,Spain,Home & Kitchen,38.92,No
ORD-2026272,CUST-224,Germany,Electronics,396.67,No
ORD-2026273,CUST-111,Spain,Apparel,164.49,No
ORD-2026274,CUST-264,Spain,Home & Kitchen,101.83,No
ORD-2026275,CUST-201,Italy,Home & Kitchen,217.79,Yes
ORD-2026276,CUST-246,Italy,Sports,87.9,Yes
ORD-2026277,CUST-286,Italy,Apparel,455.0,No
ORD-2026278,CUST-123,Italy,Home & Kitchen,353.21,No
ORD-2026279,CUST-144,France,Sports,162.27,No
ORD-2026280,CUST-242,Italy,Electronics,391.32,No
ORD-2026281,CUST-292,Germany,Sports,227.65,No
ORD-2026282,CUST-152,France,Sports,91.36,No
ORD-2026283,CUST-105,France,Apparel,53.1,No
ORD-2026284,CUST-277,Germany,Apparel,317.89,No
ORD-2026285,CUST-130,Spain,Home & Kitchen,416.15,No
ORD-2026286,CUST-110,France,Sports,255.91,No
ORD-2026287,CUST-148,Italy,Sports,160.76,No
ORD-2026288,CUST-151,Spain,Sports,490.41,No
ORD-2026289,CUST-215,France,Home & Kitchen,172.61,No
ORD-2026290,CUST-182,Spain,Home & Kitchen,370.89,No
ORD-2026291,CUST-149,Italy,Home & Kitchen,311.49,No
ORD-2026292,CUST-171,Spain,Home & Kitchen,304.42,No
ORD-2026293,CUST-154,Spain,Sports,29.71,No
ORD-2026294,CUST-188,Germany,Electronics,225.34,No
ORD-2026295,CUST-268,Germany,Apparel,441.69,Yes
ORD-2026296,CUST-173,France,Electronics,475.25,No
ORD-2026297,CUST-261,Germany,Home & Kitchen,386.9,No
ORD-2026298,CUST-271,Germany,Home & Kitchen,163.14,No
ORD-2026299,CUST-282,Italy,Apparel,116.52,No
ORD-2026300,CUST-103,Germany,Sports,146.48,Yes
ORD-2026301,CUST-267,Spain,Sports,182.46,No
ORD-2026302,CUST-228,Spain,Sports,30.38,No
ORD-2026303,CUST-220,France,Sports,421.05,No
ORD-2026304,CUST-237,France,Home & Kitchen,378.35,No
ORD-2026305,CUST-158,Italy,Home & Kitchen,190.34,Yes
ORD-2026306,CUST-277,France,Electronics,23.29,No
ORD-2026307,CUST-253,Spain,Electronics,449.14,Yes
ORD-2026308,CUST-291,France,Home & Kitchen,460.63,No
ORD-2026309,CUST-213,France,Electronics,340.3,No
ORD-2026310,CUST-251,France,Sports,478.07,No
ORD-2026311,CUST-242,Spain,Electronics,342.1,No
ORD-2026312,CUST-126,Germany,Electronics,386.67,No
ORD-2026313,CUST-203,France,Electronics,199.31,No
ORD-2026314,CUST-196,Spain,Sports,338.6,No
ORD-2026315,CUST-246,Spain,Home & Kitchen,255.77,No
ORD-2026316,CUST-135,Italy,Home & Kitchen,457.31,No
ORD-2026317,CUST-103,France,Sports,386.57,No
ORD-2026318,CUST-192,Italy,Sports,28.53,No
ORD-2026319,CUST-270,Spain,Sports,388.63,No
ORD-2026320,CUST-192,Spain,Electronics,345.58,Yes
ORD-2026321,CUST-290,Spain,Home & Kitchen,284.99,No
ORD-2026322,CUST-239,Spain,Electronics,453.08,No
ORD-2026323,CUST-225,Germany,Sports,194.35,No
ORD-2026324,CUST-226,Italy,Sports,370.53,No
ORD-2026325,CUST-288,Italy,Home & Kitchen,394.6,No
ORD-2026326,CUST-288,France,Apparel,364.25,No
ORD-2026327,CUST-208,France,Home & Kitchen,280.11,No
ORD-2026328,CUST-146,Italy,Sports,245.04,No
ORD-2026329,CUST-284,Italy,Sports,140.74,No
ORD-2026330,CUST-185,Germany,Electronics,407.45,No
ORD-2026331,CUST-260,Spain,Home & Kitchen,361.74,No
ORD-2026332,CUST-282,Germany,Sports,129.96,No
ORD-2026333,CUST-155,France,Apparel,486.48,No
ORD-2026334,CUST-104,Italy,Apparel,206.93,No
ORD-2026335,CUST-137,Italy,Electronics,84.88,No
ORD-2026336,CUST-291,Spain,Electronics,179.58,Yes
ORD-2026337,CUST-202,France,Electronics,75.88,No
ORD-2026338,CUST-171,Italy,Home & Kitchen,104.43,No
ORD-2026339,CUST-184,France,Home & Kitchen,214.73,No
ORD-2026340,CUST-266,France,Apparel,100.52,No
ORD-2026341,CUST-211,Spain,Electronics,225.25,Yes
ORD-2026342,CUST-264,Italy,Electronics,31.43,No
ORD-2026343,CUST-112,Italy,Home & Kitchen,221.02,No
ORD-2026344,CUST-128,Italy,Sports,91.66,No
ORD-2026345,CUST-233,France,Home & Kitchen,412.08,No
ORD-2026346,CUST-179,Spain,Apparel,141.08,No
ORD-2026347,CUST-196,Italy,Home & Kitchen,242.04,No
ORD-2026348,CUST-124,Germany,Home & Kitchen,86.17,No
ORD-2026349,CUST-247,Italy,Home & Kitchen,492.91,No
ORD-2026350,CUST-139,France,Electronics,173.6,No
ORD-2026351,CUST-278,France,Electronics,282.69,No
ORD-2026352,CUST-191,Spain,Sports,211.14,Yes
ORD-2026353,CUST-216,Germany,Apparel,150.78,No
ORD-2026354,CUST-294,Spain,Home & Kitchen,118.48,No
ORD-2026355,CUST-294,Italy,Apparel,88.8,No
ORD-2026356,CUST-154,Germany,Sports,478.88,No
ORD-2026357,CUST-299,Spain,Apparel,160.53,No
ORD-2026358,CUST-125,Spain,Apparel,193.06,No
ORD-2026359,CUST-242,Spain,Electronics,374.7,No
ORD-2026360,CUST-214,Spain,Apparel,65.66,No
ORD-2026361,CUST-243,Italy,Home & Kitchen,360.44,No
ORD-2026362,CUST-212,France,Sports,176.91,No
ORD-2026363,CUST-139,Spain,Sports,439.31,No
ORD-2026364,CUST-233,Italy,Sports,496.99,No
ORD-2026365,CUST-267,Spain,Sports,156.85,No
ORD-2026366,CUST-236,France,Home & Kitchen,486.71,No
ORD-2026367,CUST-285,France,Apparel,137.39,No
ORD-2026368,CUST-240,Germany,Electronics,415.84,No
ORD-2026369,CUST-150,Spain,Apparel,94.82,No
ORD-2026370,CUST-130,Italy,Electronics,289.59,No
ORD-2026371,CUST-286,France,Apparel,142.05,No
ORD-2026372,CUST-175,Spain,Electronics,54.02,No
ORD-2026373,CUST-289,Germany,Apparel,264.82,No
ORD-2026374,CUST-188,France,Sports,391.34,No
ORD-2026375,CUST-240,Italy,Home & Kitchen,295.23,No
ORD-2026376,CUST-181,France,Home & Kitchen,109.68,No
ORD-2026377,CUST-183,Germany,Apparel,421.34,No
ORD-2026378,CUST-208,Spain,Apparel,481.03,No
ORD-2026379,CUST-278,Italy,Sports,23.76,No
ORD-2026380,CUST-216,France,Apparel,221.09,No
ORD-2026381,CUST-172,Germany,Sports,252.1,No
ORD-2026382,CUST-233,France,Electronics,293.79,No
ORD-2026383,CUST-121,France,Apparel,396.8,No
ORD-2026384,CUST-245,France,Electronics,454.17,No
ORD-2026385,CUST-143,France,Apparel,233.37,No
ORD-2026386,CUST-251,France,Home & Kitchen,275.44,No
ORD-2026387,CUST-168,France,Apparel,227.87,No
ORD-2026388,CUST-237,Italy,Electronics,332.02,No
ORD-2026389,CUST-234,France,Electronics,24.84,No
ORD-2026390,CUST-166,Germany,Sports,129.49,No
ORD-2026391,CUST-275,Germany,Apparel,483.04,No
ORD-2026392,CUST-235,Spain,Electronics,369.95,No
ORD-2026393,CUST-168,Spain,Electronics,388.45,No
ORD-2026394,CUST-239,Germany,Apparel,214.41,No
ORD-2026395,CUST-267,Germany,Sports,121.12,No
ORD-2026396,CUST-145,Germany,Apparel,403.56,No
ORD-2026397,CUST-213,Germany,Home & Kitchen,405.03,No
ORD-2026398,CUST-219,Germany,Home & Kitchen,468.67,No
ORD-2026399,CUST-247,Italy,Electronics,452.45,No
ORD-2026400,CUST-265,France,Apparel,168.72,No
ORD-2026401,CUST-248,Italy,Apparel,68.88,No
ORD-2026402,CUST-253,Germany,Sports,62.62,No
ORD-2026403,CUST-274,Italy,Apparel,319.92,No
ORD-2026404,CUST-181,Spain,Home & Kitchen,422.95,No
ORD-2026405,CUST-195,Germany,Home & Kitchen,198.05,No
ORD-2026406,CUST-208,Germany,Apparel,400.63,No
ORD-2026407,CUST-133,Italy,Electronics,142.38,No
ORD-2026408,CUST-164,France,Home & Kitchen,83.74,No
ORD-2026409,CUST-133,France,Sports,152.72,No
ORD-2026410,CUST-216,Germany,Home & Kitchen,482.42,No
ORD-2026411,CUST-255,France,Apparel,66.15,No
ORD-2026412,CUST-265,France,Electronics,436.9,No
ORD-2026413,CUST-164,Germany,Electronics,164.79,No
ORD-2026414,CUST-115,Germany,Home & Kitchen,230.94,No
ORD-2026415,CUST-152,Germany,Electronics,54.62,No
ORD-2026416,CUST-125,Germany,Sports,392.38,No
ORD-2026417,CUST-157,France,Sports,87.21,No
ORD-2026418,CUST-141,Germany,Electronics,46.18,No
ORD-2026419,CUST-153,Italy,Home & Kitchen,48.15,No
ORD-2026420,CUST-161,Italy,Electronics,195.21,No
ORD-2026421,CUST-284,Italy,Electronics,470.09,No
ORD-2026422,CUST-244,Spain,Sports,102.96,No
ORD-2026423,CUST-116,Italy,Home & Kitchen,376.15,No
ORD-2026424,CUST-228,Italy,Home & Kitchen,368.06,No
ORD-2026425,CUST-140,France,Sports,348.32,No
ORD-2026426,CUST-216,France,Home & Kitchen,284.51,Yes
ORD-2026427,CUST-200,Italy,Home & Kitchen,232.62,No
ORD-2026428,CUST-238,France,Sports,358.05,No
ORD-2026429,CUST-230,Italy,Apparel,93.0,No
ORD-2026430,CUST-102,France,Home & Kitchen,416.79,No
ORD-2026431,CUST-181,Germany,Sports,242.27,Yes
ORD-2026432,CUST-284,Spain,Sports,458.0,No
ORD-2026433,CUST-295,Germany,Home & Kitchen,163.66,No
ORD-2026434,CUST-219,Spain,Apparel,76.2,No
ORD-2026435,CUST-198,France,Sports,97.59,No
ORD-2026436,CUST-248,France,Sports,27.82,No
ORD-2026437,CUST-142,France,Electronics,277.98,No
ORD-2026438,CUST-245,France,Home & Kitchen,473.19,No
ORD-2026439,CUST-299,Italy,Apparel,400.71,No
ORD-2026440,CUST-159,Germany,Electronics,477.69,Yes
ORD-2026441,CUST-267,Italy,Sports,31.77,No
ORD-2026442,CUST-141,Spain,Apparel,209.7,No
ORD-2026443,CUST-175,Germany,Apparel,287.06,No
ORD-2026444,CUST-230,Italy,Home & Kitchen,326.6,No
ORD-2026445,CUST-297,Italy,Electronics,437.42,No
ORD-2026446,CUST-252,Spain,Electronics,26.08,No
ORD-2026447,CUST-142,Spain,Electronics,85.11,No
ORD-2026448,CUST-293,Spain,Apparel,197.78,No
ORD-2026449,CUST-131,Spain,Electronics,233.76,No
ORD-2026450,CUST-118,France,Apparel,173.4,No
ORD-2026451,CUST-257,Italy,Apparel,112.2,Yes
ORD-2026452,CUST-223,Italy,Home & Kitchen,458.19,No
ORD-2026453,CUST-138,Italy,Sports,165.48,No
ORD-2026454,CUST-162,France,Electronics,363.21,No
ORD-2026455,CUST-272,Germany,Home & Kitchen,35.97,No
ORD-2026456,CUST-260,Italy,Home & Kitchen,465.42,No
ORD-2026457,CUST-247,France,Electronics,366.14,No
ORD-2026458,CUST-195,Germany,Apparel,480.97,No
ORD-2026459,CUST-154,France,Electronics,215.96,No
ORD-2026460,CUST-158,France,Home & Kitchen,379.27,Yes
ORD-2026461,CUST-122,Germany,Home & Kitchen,413.66,No
ORD-2026462,CUST-189,France,Electronics,268.36,Yes
ORD-2026463,CUST-155,Germany,Sports,290.62,Yes
ORD-2026464,CUST-150,France,Sports,148.57,Yes
ORD-2026465,CUST-154,Germany,Apparel,151.79,No
ORD-2026466,CUST-159,Spain,Home & Kitchen,366.6,No
ORD-2026467,CUST-274,Spain,Apparel,495.06,No
ORD-2026468,CUST-242,Spain,Apparel,328.89,No
ORD-2026469,CUST-125,Spain,Electronics,388.95,No
ORD-2026470,CUST-254,Spain,Sports,74.96,No
ORD-2026471,CUST-281,France,Home & Kitchen,486.91,No
ORD-2026472,CUST-151,France,Sports,456.68,No
ORD-2026473,CUST-226,France,Home & Kitchen,91.14,No
ORD-2026474,CUST-104,Spain,Sports,262.31,No
